filename,patient,rmse,mav,var,energy,mnf,mdf,zc,fr,mav_arr_0,mav_arr_1,mav_arr_2,mav_arr_3,std_0,std_1,std_2,std_3
03-06-15_13-44-46_rest.txt,3,0.593711306597475,0.4607137449693106,0.35250486574387235,10574.793467450427,230.3352263621833,402.0333333333333,11373,1.4905849261889428,0.13553165468698627,0.6543138126244006,0.6252558880020593,0.3055002745488196,0.22807852406679147,1.0696394738617092,1.0267599073959852,0.5120054323069917
03-06-15_13-44-46_rest.txt,3,0.43405530027177147,0.331793600429005,0.18841028403681895,5652.120110820531,237.3903972473067,397.23333333333335,12483,1.3992827942893036,0.0826134293292525,0.4468178326609436,0.4424903862727549,0.24570561243756744,0.13829678317094884,0.7607061444603663,0.7497379285613438,0.40270658690404154
03-06-15_13-44-46_rest.txt,3,0.6300777729375017,0.528806591417843,0.3970112336576705,11909.939998496457,237.8109497321047,408.8333333333333,11327,1.4899030824485195,0.10964104322169747,0.5186573340641168,0.7780719177451914,0.36809883698040285,0.17947650151090008,0.8426670109158005,1.2130969982387478,0.6003057969734769
03-06-15_13-44-46_rest.txt,3,0.6831341892047006,0.5905344848229724,0.466687876722921,14000.169613810907,245.95100658555262,403.46666666666664,12063,1.3553142731529353,0.11287657000391166,0.44635340961038783,0.8596803568538924,0.4493824870115634,0.1847021037923755,0.7335169852142823,1.2908653707598634,0.7211621363159083
03-06-15_13-44-46_rest.txt,3,0.7384225895833502,0.6575536113530839,0.5452860970102144,16358.03762420942,285.07681874384815,390.6,16142,1.125966896529166,0.08937979928842693,0.26666667217051226,0.7603051894664473,0.6725636747380466,0.14662237156390506,0.4716039712547621,1.2126402843359203,1.0384520801314971
03-06-15_13-44-46_rest.txt,3,0.7436858109214158,0.6616197782832359,0.5530870215998973,16592.057560975318,300.1564292135624,395.56666666666666,18063,1.007709106782372,0.0742151716681587,0.2170621745984551,0.6504728215889658,0.7545669176920334,0.12091422738294863,0.34831457653487735,1.0431400544283018,1.1534673390407562
03-06-15_13-44-46_rest.txt,3,0.7661278128561162,0.6723758122122617,0.5869713913447409,17608.554768950882,291.21723464071164,379.4,17793,0.993275854453209,0.0924794532664042,0.3009334645728024,0.6724912714959357,0.7485781740706161,0.15701110759734183,0.5452818217625298,1.083885081026375,1.1502854233582402
03-06-15_13-44-46_rest.txt,3,0.7370564815856668,0.6571862339817841,0.5432703660596444,16297.567711423273,287.21122950811576,394.8666666666667,16492,1.112940893466368,0.08273909317753983,0.23699186573451722,0.7547138436660095,0.6827535239464044,0.13960552767495124,0.397325912015695,1.179530636647559,1.0514341241384813
03-06-15_13-44-46_rest.txt,3,0.7303181157504645,0.6468826437981654,0.5333823296042957,16000.936505799265,305.83968595380156,385.0333333333333,18598,0.9125390416115305,0.07513657374178898,0.2620049556743152,0.5736382177211117,0.7395574080106754,0.1284544355641303,0.46091416731014684,0.9449974475967832,1.1410192515105133
03-06-15_13-44-46_rest.txt,3,0.6855633255302672,0.5911117878907068,0.47001274040346586,14099.912199363573,315.83466573798836,384.4,19097,0.7959935801612932,0.06739122492935196,0.3272003527543554,0.45445079405620303,0.6761035923399701,0.1166296798742459,0.5651384087923612,0.7690799070990716,1.0695156630826828
03-06-15_13-44-46_rest.txt,3,0.5388227272513227,0.42314647870435973,0.290339609389533,8709.8979420766,309.8887228441471,386.4,17094,0.875273391713289,0.06284729720743228,0.3272705334169022,0.36747477333954404,0.45782182161161167,0.10437177775015366,0.5638481141522969,0.6301751591100925,0.779936129585883
03-06-15_13-44-46_rest.txt,3,0.4703577927083319,0.3580684615078128,0.22124382795571929,6637.093594843623,289.8197260352191,381.8,15176,1.006654793490742,0.07154717224663121,0.3609111018556758,0.3695970690451317,0.34913072726481514,0.12153071522259606,0.6280505087449975,0.6212380320535684,0.6054786382700611
